run_id,ticker,company,construct,condition,condition_label,prompt_file,context_file,context_word_count,output_text_file,raw_json_file,status,provider,model,base_url,temperature,access_time_utc,output_chars,error
RUN-015,SBUX,Starbucks Corporation,inventory,hybrid,Hybrid retrieval,data/processed/prompts/sbux_inventory_hybrid_prompt.txt,data/processed/retrieval_contexts/sbux_inventory_hybrid_context.txt,560,data/processed/llm_outputs/gemma4_31b_full/text/sbux_inventory_hybrid_output.txt,data/processed/llm_outputs/gemma4_31b_full/raw_json/sbux_inventory_hybrid_raw.json,completed,ollama,gemma4:31b,http://localhost:11434,0.0,2026-05-29T02:55:38.587209+00:00,2531,
RUN-016,SBUX,Starbucks Corporation,inventory,llm_only,LLM-only diagnostic baseline,data/processed/prompts/sbux_inventory_llm_only_prompt.txt,data/processed/retrieval_contexts/sbux_inventory_llm_only_context.txt,10,data/processed/llm_outputs/gemma4_31b_full/text/sbux_inventory_llm_only_output.txt,data/processed/llm_outputs/gemma4_31b_full/raw_json/sbux_inventory_llm_only_raw.json,completed,ollama,gemma4:31b,http://localhost:11434,0.0,2026-05-29T02:55:38.587209+00:00,164,
RUN-017,TGT,Target Corporation,revenue,text,Text-based contextual retrieval,data/processed/prompts/tgt_revenue_text_prompt.txt,data/processed/retrieval_contexts/tgt_revenue_text_context.txt,566,data/processed/llm_outputs/gemma4_31b_full/text/tgt_revenue_text_output.txt,data/processed/llm_outputs/gemma4_31b_full/raw_json/tgt_revenue_text_raw.json,completed,ollama,gemma4:31b,http://localhost:11434,0.0,2026-05-29T02:55:38.587209+00:00,2763,
RUN-018,TGT,Target Corporation,revenue,xbrl,XBRL-based relational retrieval,data/processed/prompts/tgt_revenue_xbrl_prompt.txt,data/processed/retrieval_contexts/tgt_revenue_xbrl_context.txt,577,data/processed/llm_outputs/gemma4_31b_full/text/tgt_revenue_xbrl_output.txt,data/processed/llm_outputs/gemma4_31b_full/raw_json/tgt_revenue_xbrl_raw.json,completed,ollama,gemma4:31b,http://localhost:11434,0.0,2026-05-29T02:55:38.587209+00:00,2471,
RUN-019,TGT,Target Corporation,revenue,hybrid,Hybrid retrieval,data/processed/prompts/tgt_revenue_hybrid_prompt.txt,data/processed/retrieval_contexts/tgt_revenue_hybrid_context.txt,761,data/processed/llm_outputs/gemma4_31b_full/text/tgt_revenue_hybrid_output.txt,data/processed/llm_outputs/gemma4_31b_full/raw_json/tgt_revenue_hybrid_raw.json,completed,ollama,gemma4:31b,http://localhost:11434,0.0,2026-05-29T02:55:38.587209+00:00,2332,
RUN-020,TGT,Target Corporation,revenue,llm_only,LLM-only diagnostic baseline,data/processed/prompts/tgt_revenue_llm_only_prompt.txt,data/processed/retrieval_contexts/tgt_revenue_llm_only_context.txt,10,data/processed/llm_outputs/gemma4_31b_full/text/tgt_revenue_llm_only_output.txt,data/processed/llm_outputs/gemma4_31b_full/raw_json/tgt_revenue_llm_only_raw.json,completed,ollama,gemma4:31b,http://localhost:11434,0.0,2026-05-29T02:55:38.587209+00:00,161,
RUN-021,TGT,Target Corporation,inventory,text,Text-based contextual retrieval,data/processed/prompts/tgt_inventory_text_prompt.txt,data/processed/retrieval_contexts/tgt_inventory_text_context.txt,786,data/processed/llm_outputs/gemma4_31b_full/text/tgt_inventory_text_output.txt,data/processed/llm_outputs/gemma4_31b_full/raw_json/tgt_inventory_text_raw.json,completed,ollama,gemma4:31b,http://localhost:11434,0.0,2026-05-29T02:55:38.587209+00:00,2879,
RUN-022,TGT,Target Corporation,inventory,xbrl,XBRL-based relational retrieval,data/processed/prompts/tgt_inventory_xbrl_prompt.txt,data/processed/retrieval_contexts/tgt_inventory_xbrl_context.txt,556,data/processed/llm_outputs/gemma4_31b_full/text/tgt_inventory_xbrl_output.txt,data/processed/llm_outputs/gemma4_31b_full/raw_json/tgt_inventory_xbrl_raw.json,completed,ollama,gemma4:31b,http://localhost:11434,0.0,2026-05-29T02:55:38.587209+00:00,2292,
RUN-023,TGT,Target Corporation,inventory,hybrid,Hybrid retrieval,data/processed/prompts/tgt_inventory_hybrid_prompt.txt,data/processed/retrieval_contexts/tgt_inventory_hybrid_context.txt,742,data/processed/llm_outputs/gemma4_31b_full/text/tgt_inventory_hybrid_output.txt,data/processed/llm_outputs/gemma4_31b_full/raw_json/tgt_inventory_hybrid_raw.json,completed,ollama,gemma4:31b,http://localhost:11434,0.0,2026-05-29T02:55:38.587209+00:00,2519,
RUN-024,TGT,Target Corporation,inventory,llm_only,LLM-only diagnostic baseline,data/processed/prompts/tgt_inventory_llm_only_prompt.txt,data/processed/retrieval_contexts/tgt_inventory_llm_only_context.txt,10,data/processed/llm_outputs/gemma4_31b_full/text/tgt_inventory_llm_only_output.txt,data/processed/llm_outputs/gemma4_31b_full/raw_json/tgt_inventory_llm_only_raw.json,completed,ollama,gemma4:31b,http://localhost:11434,0.0,2026-05-29T02:55:38.587209+00:00,161,
